,text,class
6931,"heparin levels during and after hypothermic perfusion .          1. perfusion-temperature influences the rate of heparin-loss during  extracorporeal circulation, and therefore, the requirement of      re-heparinization .                            2. heparin half-lives of approximately 13/4 hours and 21/2 hours were calculated during perfusions conducted at average temperatures of 31.5  and 22.6 c. respectively .                         3. the rate of heparin-loss during extracorporeal circulation is    inconstant in an individual, and variable between individuals, so that  exact neutralization requires an accurate estimation of the heparin   concentration present at the end of perfusion .              4. the protamine titration test provides a crude but simple and    satisfactory means of monitoring free-heparin levels .           5. complete neutralization of heparin is an important factor in    minimizing postoperative blood losses .                  6. protamine is a less efficient neutralizing agent than polybrene at the same dosage level . it may be most effective in divided dosage .    7. /rebound/ was detected in 5 of 45 cases studied, although in only  one instance was it of a degree likely to be significant .         8. significant prolongation of the clotting-time resulting from excess neutralizing agent, was not evident in this study .           ",med
3156,A Gaussian Pseudo-Random Number Generator (Algorithm 488) ,cacm
4041,Analysis of Library User Circulation Requirements   This research study is concerned with the use of the last circulation date as a statistic to help describe library user circulation requirements.. Some decision rules were developed to use this parameter as an aid in determining the number of copies of books to be held in the library and as an aid in the weeding of books from the library's holdings.. The effect of these decision rules on the circulation requirements of users as well as on library operations are described.. The method of data collection is described in detail and is applicable at libraries having comparable charging systems.. Cumulative distribution functions of last circulation date at two large college libraries and a public library were prepared and have been plotted for both circulation data and stack holding data.. This same data has also been plotted by subdivided subject category.. Circulation operating characteristics were prepared for all three libraries.. ,cisi
4824,"accelerating convergence of iteration processes . accelerating convergence of iteration processes .  a technique is discussed which, when applied to an iterative procedure for the solution of an equation, accelerates the rate of convergence if the iteration converges and induces convergence if the iteration diverges . an illustrative example is given . ",cran
2351,A New Method of Computation of Square Roots Without Using Division ,cacm
6244,"2344. respiratory and cardiovascular changes during rapid spon- taneous variations of ventricular fluid pressure in pa- tients with intracranial hypertension in patients with intracranial hypertension the ventricular fluid pressure (vfp) curve is characterized by 3 main forms of spontaneous variations. two of these forms are of a rhythmical nature, and are here called 1-per-minute waves and 6- per-minute waves, respectively, in accordance with the dominating frequency. the third form - irregularly appearing waves of large amplitude and duration - is called plateau waves in accordance with the usual shape of the fluctuations. respiratory and cardio-vascular changes accompanying these variations of the vfp were studied by simultaneous recording, in various combinations, of the vfp, the pulmonary ventilation, the pco2 of the expiratory air, the arterial and the venous blood pressure, and the pulse frequency. it was found that the rhythmic vfp vari- ations of the 1-per-minute type occurred synchronously with the respiratory peri- ods in cheyne-stokes breathing. synchronously appearing variations in systemic blood pressure, in pulse frequency, as well as in consciousness and in muscular tone of the limbs were also noted. the respiratory midposition shifted towards the inspiratory side during the periods of hyperpnoea. the 6-per-minute waves were entirely synchronous with variations in the systemic arterial blood pressure of the traube-hering-mayer type. long sequences of these waves were observed only when the vfp level was considerably elevated. the plateau waves were not accom- panied by corresponding elevations of the arterial or venous systemic blood pres- sure. simultaneously with the crests of the plateau waves sudden changes often occurred in the pulse frequency (from bradycardia to tachycardia), and in the res- piratory pattern, sometimes also in the degree of consciousness and in the muscu- lar tone. there were also long sequences of 6-per-minute waves. the deep, irre- gular breathing seen in this stage induced a considerable hypocapnia preceeding the final critical fall in the vfp ending the plateau wave. in most instances, how- ever, this fall did not begin until several minutes after the appearance of the hypo- capnia. ",med
2961,"Floating-Point Arithmetic in COBOL In this paper the basic operations of floating-point arithmetic are examined and COBOL procedures for carrying these out are given, along with specification of working storage. The paper concludes with an example in which these procedures are used. ",cacm
945,"Recursive Functions of Symbolic Expressions and Their Computation by Machine, Part I ",cacm
789,An On-Site Data Management System Application in Field Archaeology ,cacm
6372,"2529. repair of damage induced by a monofunctional alkylating agent in a transformable, ultraviolet-sensitive strain of bacillus subtilis a uv sensitive, transformable strain of b. subtilis (uvr-) was unable to carry out host cell reactivation of the virulent bacteriophage spo1. the ratio of the slopes (kuvr-/kuvr+) of the uv inactivation curves was 6-8 for cells or for whole phage, and 2 for indole+ transforming dna or for spo1 phage dna measured in a transforming system. whole phage inactivated with nitrogen mustard showed greater survival on uvr+ cells than on uvr-; there was no such difference for whole phage inactivated with methyl methanesulfonate. whole uvr+ cells recovered from uv induced damage, as determined by an increase in extractable transforming activity during a period of incubation in which net dna synthesis did not occur. uvr- cells were unable to reco- ver from uv induced damage but they did recover from methyl methanesulfonate induced damage in similar experiments. density labeled (h2n15) methyl methanesul- fonate treated uvr+ cells incubated in (h1n14) medium containing (h3) thymidine show- ed a 3-fold increase in extractable transforming activity, with no formation of new dna molecules as determined by pyknometric analysis. the repair of damage in- duced by uv irradiation differs by at least one step from the repair of damage in- duced by methyl methanesulfonate. ",med
5825,"method of controlling stiffness properties of a solid-construction model wing . method of controlling stiffness properties of a solid-construction model wing . a simple method is presented for controlling the bending and torsional stiffnesses of a solid-construction model wing . the method consists of weakening the wing by drilling holes through the wing normal to the chord plane . aerodynamic continuity is maintained by filling the holes with a relatively soft material . the important parameters controlling the stiffnesses are the amount of material removed by drilling, the ratio of hole diameter to wing thickness, and the plan-form pattern of the holes . data are given which may be used for predicting the stiffness of a model wing weakened in this manner . ",cran
4606,"Automation Activities in the Processing Department of the Library of Congress   This article reports on activities relating to the automation of technical processing at the Library of Congress.. The master guidelines for automation of the LC core bibliographic system are discussed, and the following individual projects are described: Machine_Readable Cataloging (MARC) and related activities; RECON Pilot Project; format recognition; multiple use MARC system; Order Division project; automated process information file; subject headings project; filing program; book catalogs; and the Crad Division project.. ",cisi
1089,Shanks (Algorithm 215) ,cacm
9,Disk File Sorting Sorting techniques using an IBM 1401 with a random access storage device are evaluated. ,cacm
6140,"albinism associated with angiohemophilia. report of a case.   a case is presented of a rare association of albinism and angiohemophilia, occurring in a man of 25. the bone marrow contained cells resembling proper reticulum cells and containing large basophilic granules. ",med
2404,"Attribute Based File Organization in a Paged Memory Environment The high cost of page accessing implies a need for more careful data organization in a paged memory than is typical of most inverted file and similar approaches to multi-key retrieval. This article analyses that cost and proposes a method called multiple key hashing which attempts to minimize it.  Since this approach is not always preferable to inversion, a combined method is described. The exact specifications of this combination for a file with given data and traffic characteristics is formulated as a mathematical program. The proposed heuristic solution to this program can often improve on a simple inversion technique by a factor of 2 or 3. ",cacm
4498,"Information Retrieval and Processing   The present book embodies a change in structure and focus to reflect the fact that the reader of today's book is much more likely to be an interested college student with a great awareness of the current information revolution than was the case ten years ago. Thus, hardware, materials, and processes used in connection with information systems are discussed first, in Chapters Two through Four. The subject of information retrieval per se begins with Chapters Five and Six, which have to do with librarianship and documentation. Because of their somewhat historical slant, these chapters (along with Seven) are the only ones taken from the 1963 book which adhere to their original character. Chapter Seven presents a simplified concept of an information system and its components, and paves the way for discussion of computerized retrieval in the chapters to follow, especially for data retrieval in Chapter Eight and document retrieval in Chapter Nine. Chapters Ten through Twelve, on language processing, evaluation, and user studies, describe important facets of the information retrieval field that have developed strongly since 1963.  ",cisi
1478,"Remark on Romberg Quadrature A modified form of Romberg quadrature is described, which is less sensitive to the accumulation of rounding errors than the customary one. ",cacm
1194,From Formulas to Computer Oriented Language A technique is shown for enabling a computer to translate simple algebraic formulas into a three address computer code. ,cacm
2416,Some Thoughts on Parallel Processing ,cacm
5288,"vibrations of infinitely long cylindrical shells under initial stress . vibrations of infinitely long cylindrical shells under initial stress .  the general bending theory of shells under the influence of initial stress presented recently by herrmann and armenakas is applied in this investigation to study the effect of initial uniform circumferential stress, uniform bending moment and uniform radial shear on the dynamic response of an infinitely long cylindrical shell . ",cran
5792,"a note on the use of end plates to prevent three dimensional flow at the ends of bluff cylinders . a note on the use of end plates to prevent three dimensional flow at the ends of bluff cylinders .  the results are given of some observations of the effects of end plates on the three-dimensional separated flow at the ends of cylindrical models . while these are by no means exhaustive, it is felt that they are of sufficient interest to merit putting on record . ",cran
2339,"Subgoal Induction A proof method, subgoal induction, is presented as an alternative or supplement to the commonly used inductive assertion method. Its major virtue is that it can often be used to prove a loop's correctness directly from its input-output specification without the use of an invariant. The relation between subgoal induction and other commonly used induction rules is explored and, in particular, it is shown that subgoal induction can be viewed as a specialized form of computation induction. A set of sufficient conditions are presented which guarantee that an input-output specification is strong enough for the induction steps of a proof by subgoal induction to be valid. ",cacm
472,"The Role of the University in Computers, Data Processing and Related Fields A study was made of university programs in the United States in the fields of computers, data processing, operations research, and other closely related fields. University policies, organization, administration, faculties, students, researches, curricula, equipment, and financing were investigated.  An integrated university program is recommended reflecting the conviction that many present activities related to computers will develop into disciplines and as such are the legitimate province of the university scholar. Details on a recommended Graduate School of ""Computer Sciences"" are given. ",cacm
2487,"A Model for Verification of Data Security in Operating Systems Program verification applied to kernel architectures forms a promising method for providing uncircumventably secure, shared computer systems. A precise definition of data security is developed here in terms of a general model for operating systems.  This model is suitable as a basis for verifying many of those properties of an operating system which are necessary to assure reliable enforcement of security. The application of this approach to the UCLA secure operating system is also discussed. ",cacm
166,"Index by Subject to Algorithms, 1970 ",cacm
610,Multiple Exits from a Loop Without the GOTO ,cacm
6526,"sustained palliation in ovarian carcinoma management of 64 cases of advanced ovarian carcinoma has been analyzed. an attempt is made to compare the value of radiation and the value of chloram- bucil, using salvage time and sustained pal- liation as end points. chlorambucil, an outpatient oral medi- cation, appears to be as efficacious as ra- diation in advanced ovarian carcinoma. chlorambucil may be used before or after irradiation therapy. pleural and peritoneal effusion respond favorably to chlorambucil 80% of the time. the possibility of using a different dosage schedule is discussed. ",med
5461,"several magnetohydrodynamic free-convection solutions . several magnetohydrodynamic free-convection solutions . the influence of transverse magnetic fields on the laminar free-convection flow of liquid metals over a vertical flat plate and between vertical parallel plates is examined for specific wall temperature variations and prandtl numbers . the extent of influence on the flow and temperature fields is determined by the magnitude of a nondimensional influence parameter which is the ratio of the magnetic force to the buoyant force . in general, increasing the magnetic field strength decreases the magnitude of the velocity, wall shear, and surfaces heat transfer and increases the temperature throughout the fluid . analytical results demonstrate that magnetic fields of practical strengths exert considerable influence on liquid metal free-convection flow fields . ",cran
1430,Scanning Text with a 1401 ,cacm
6189,"1547. glucose and nonesterified fatty acid levels in maternal and cord plasma the authors established in 44 healthy women at the moment of delivery the contents of glucose and free fatty acids in the blood of the mother and of the umbilical cord. the concentration of both substances was significantly higher in the mother than in the infant. the relation for free fatty acids was 1.7 1, that for glucose 1.3 1. the relation glucose fatty acids in the mother was significantly different from that in the infant. ",med
2926,"Register Allocation Via Usage Counts This paper introduces the notion of usage counts, shows how usage counts can be developed by algorithms that eliminate redundant computations, and describes how usage counts can provide the basis for register allocation. The paper compares register allocation based on usage counts to other commonly used register allocation techniques, and presents evidence which shows that the usage count technique is significantly better than these other techniques. ",cacm
1621,Half Rotations in N-Dimensional Euclidean Space An iterative procedure is described for determining half rotations in n-dimensional Euclidean space. The method is a variant of the cyclic Jacobi procedure and utilizers elementary plane rotations to obtain the half rotation matrix. Numerical examples are given. ,cacm
4186,"Selecting Materials   In reality, the building and shaping of the collection is the heart of librarianship, involving the essential philosophy of the profession. Not only is it one of the most fascinating tasks in the intellectual world, but ""book selection is the most important, most interesting, and most difficult of the professional librarian's responsibilities."" True, ready-made lists of the ""best books"" need not be ignored, but they have to be evaluated thoroughly and used only insofar as they prove helpful. ",cisi
1443,Eigenvalues and Eigenvectors of a Real Symmetric Matrix (Algorithm 384 $F2)) ,cacm
6399,"platelet sequestration in man . i. methods .                current methods of labeling platelets with chromium using       ethylenediamine tetraacetate (edta) as an anticoagulant were found to  cause rapid hepatic sequestration of nearly all the transfused platelets about 50 returned to the circulation but then were partially destroyed in the spleen . less than one-third survived . evidence is presented   which indicates that edta is injurious to platelets .           when an acid-citrate medium that buffered plasma at ph 6.5 was used as an anticoagulant, 36 to 85 of the labeled platelets survived (average,  62 ), and marked temporary sequestration did not occur . studies in   thrombocytopenic persons showed that circulating platelet cr activity  measures the true survival of such transfused platelets .         the survival and sequestration of platelets were studied in normal   subjects . the survival data support the concept that platelets die   chiefly by a process of senescence . external scintillation scanning of the various organs suggests that normally the majority of platelets is  destroyed in the liver .                         ",med
1144,"BLNSYS-A 1401 Operating System with Braille Capabilities BLNSYS is an operating system designed for a 4K 1401 with common optional features and two attached tape drives. Printed output of this system or of executing programs may be in either English or braille. Even though this system was written for a small machine with minimal peripheral equipment, jobs may be batched, so that card handling and lost processing time is at a minimum. This system will perform any or all of the following users specified functions: assemble SPS source decks, post list, produce condensed or uncondensed object decks, execute user's program, list card input to a program, list punched output, provide a storage dump, execute a program submitted for execution as an uncondensed object deck under debugging trace control, card-to-braille conversion, brailled listings of 7040 IBSYS batch output, and update or duplicate the system tape itself. Input-ouput subroutines are also included in the system. ",cacm
4239,"The Crisis in Cataloging  A wise German librarian has linked the library administrator and the cataloger as working for the common aim of economy in work and cost coupled with better utilization of a library's resources. This aim, he thinks, is expressed in various kinds of cooperative work, of pooling interests, and of setting standards. It is to be developed prudently, he says, with the objectives setting limitations in such a way that more values will not be destroyed than are created.  This ideal he set out in a chapter entitled ""Tasks for the future."" There was a time, and not so very far back, when the library administrator and the cataloger worked side by side. In the more immediate past, however, the two have become separated, so that their closer collaboration does need to be set down as a task for the future, the immediate future at that. Many new problems of administration have served to busy the administrator, and most catalogers have had more work than enough, with the result that administrators have come to know less and less of cataloging, and catalogers have come to know less and less about general library administration. The situation now is that the administrator will be forced to pay more attention to cataloging because it has become a major problem field. ",cisi
5913,"on the testing of supersonic compressor cascades . on the testing of supersonic compressor cascades .  to facilitate the development of high speed axial-flow compressors, an investigation was made into the possibility of measuring blade performance in a stationary cascade at supersonic speeds . a suitable technique was developed and the losses in a variety of cascades were measured, but these losses were too high for the blading to have any possible application . it was concluded that if a useful compressor is to result, it is essential to test the cascades at mach numbers close to the existing technique was suitable only for zero incidence tests, and thus a new approach is necessary .  some of the fundamentals of this cascade testing at low supersonic speeds are discussed in the light of the current understanding of the mode of operation of supersonic compressors at transonic speeds . ",cran
5282,"mass transfer cooling of a laminary boundary layer by injection of a light weight foreign gas . mass transfer cooling of a laminary boundary layer by injection of a light weight foreign gas .  analytical predictions are given for the development of the velocity, temperature and concentration fields in a laminar air boundary layer on a flat plate in high-speed dissipative flow, the plate being considered porous and cooled by injection of hydrogen from its surface . the admixture of hydrogen, having a low density and high thermal capacity relative to air, is shown to greatly diminish the skin friction and to markedly relieve the adverse thermal effects of intense aerodynamic heating under conditions of hypersonic flow . ",cran
668,A Generalized Technique for Symbol Manipulation and Numerical Calculation ,cacm
803,Gauss (Algorithm 209 [S15]) ,cacm
5607,"compressor operation with one or more blade rows stalled . compressor operation with one or more blade rows stalled . an analysis of the part-speed operating problems of high-pressure-ratio ratio multistage axial-flow compressors was made by means of a simplified stage-stacking study . the principal problems considered were poor low-speed efficiency, multiple-valued performance characteristics at intermediate speeds, and poor intermediate-speed compressor surge or stall-limit characteristics . the analysis indicated that all these problems could be attributed to discontinuities in the performance characteristics of the front stages . such discontinuities can be due to the type of stage stall or to a deterioration of stage performance resulting from stall of adjacent stages .  the effects of compromises of stage matching to favor part-speed operation were also considered . this phase of the study indicated that such compromises would severly reduce the complete-compressor-stall margin . furthermore, the low-speed stage stall problem is transferred from the inlet stages to the middle stages, which are more susceptible to abrupt-stall characteristics .  the analysis indicates that inlet stages having continuous performance characteristics at their stall points are desirable with respect to part-speed compressor performance . these characteristics must, however, be obtained when the stages are operating in the flow environment of the multistage compressor . alleviation of part-speed operation problems may also be obtained by improvement in either stage flow range or stage- loading margin .  the results of this analysis are only qualitative . the trends obtained, however, are in agreement with those obtained from experimental studies of high-pressure-ratio multistage axial-flow compressors, and the results are valuable in developing an understanding of the off-design problem . in addition to these stage-matching studies, a general discussion of variable-geometry features such as air bleed and adjustable blades is included . ",cran
226,TRDIAG (Algorithm 17) ,cacm
372,Poisson-Charlier Polynomials (Algorithm 234 [S23]) ,cacm
79,Steep1 (Algorithm 203 [E4]) ,cacm
4089,"Statistics of Collection Overlap at the Libraries of the Six New England State Universities  As part of a design study to specify a regional processing center for the New England state university libraries, it was required to know the percentage of collection overlap with respect to each of the 30 ordered pairs of 6 libraries. Participating states were Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, and Connecticut. This overlap data was needed to predict the degree of joint use of cataloging information and to estimate the efficiency of collective reclassification.  The results revealed a high degree of commonality in the 6 collections, showing, for example, that a random title from one library had a 40% chance of being present in another randomly selected library. When current imprint samples were tested, the figure rose to 47%. Rhode Island's holdings were shown to be the collection of greatest duplication elsewhere. ",cisi
3681,Use of Medical and Biological Journals in the Yale Medical Library  This paper presents data for the end of 1960 on recorded use of some two hundred of the most often used scientific and medical journals in the Yale Medical Library. The investigation was designed to identify the most abundantly used titles of recent date of publication to guide the acquisition of multiple subscriptions. At the same time data was collected to distinguish heavily used back sets. ,cisi
2743,A Comparison of List Schedules for Parallel Processing Systems The problem of scheduling two or more processors to minimize the execution time of a program which consists of a set of partially ordered tasks is studied. Cases where task execution times are deterministic and others in which execution times are random variables are analyzed. It is shown that different algorithms suggested in the literature vary significantly in execution time and that the B-schedule of Coffman and Graham is near-optimal. A dynamic programming solution for the case in which execution times are random variables is presented. ,cacm
648,Matrix Inversion (Algorithm 140) ,cacm
3829,New Tasks of Information Services and Specialists Training Problem   State-of-the-art in reference information servicing and training of specialists for information establishments is described.. ,cisi
3809,"Worldwide Census of Scientific and Technical Serials   Results of the census of the world's scientific and technical serial literature, within the limits defined and based on an examination of published source material from countries throughout the world, reflect a total title population much lower than estimated before.. Distribution of this population by country, showing better than 50% of the total divided among six major countries, is included and discussed, together with a broad subject distribution of serials for certain countries.. ",cisi
5284,"some remarks on the flat plate boundary layer . some remarks on the flat plate boundary layer .  the authors discuss the solutions for the flow of a viscous incompressible fluid near the leading edge of a semi-infinite flat plate without pressure gradient . the oseen linearization is employed which approximates the equations of motion and continuity by where are the coordinate directions, the corresponding velocity components and the uniform free stream velocity which is parallel to the plate . defining a perturbation stream function by the differential equation to be solved is with boundary conditions far from the plate and when y=0 and . the authors discuss the problem by applying the two-dimensional fourier transform and obtain an explicit solution for the velocity gradient at the plate which is in disagreement with the result of the blasius solution . from this the authors conclude that it would be more appropriate to use a velocity other than in the linearization of the equations of motion and suggest replacing by where . this choice does not affect the solution far from the plate but gives on the plate and in comparison with blasius solution indicates that c=0.35 . the solution of the modified oseen equation with this value of c then seems acceptable as the approximate solution in the region intermediate between the stokes flow and the free stream . on the basis of these considerations, the authors suggest an iteration procedure for obtaining the exact solution for the above problem as well as a solution for the plate of finite length . ",cran
2257,"An Automatic Data Acquisition and Inquiry System Using Disk Files Lockheed Missiles and Space Company has installed a large-scale Automatic Data Acquisition (ADA) system which ties together the Company's manufacturing facilities located in Van Nuys and Sunnyvale, California. The system includes over 200 remote Input Stations which collect and transmit Company operating data to a central Data Processing Center. Two RCA 301 EDP Systems are used to record and control the flow of data transmitted to the Data Processing Center.  A large capacity RCA 366 Data Disc File is used to store information required to provide up-to-date information in response to inquiries received from remotely located Inquiry Stations. In addition to storage of data on the disk files, the system automatically records all incoming and outgoing data on magnetic tape to be used as input to the Company's conventional off-line business data processing applications. ",cacm
1918,"Three Fonts of Computer Drawn Letters Detailed descriptions are given for three fonts of letters. Letter shapes are entirely described by numbers. The basic vectors are in a general form so the fonts may be easily drawn on a variety of computers and cathode-ray tubes. The fonts include both upper and lower case Roman letters, mathematical signs, and upper and lower case Greek letters. Design of the fonts is described. However, the principal contribution of this paper concerns the fonts themselves. ",cacm
220,Determination of the Square-Root of a Positive Definite Matrix (Algorithm 298 [F1]) ,cacm
3124,"A Case Study in Programming for Parallel-Processors An affirmative partial answer is provided to the question of whether it is possible to program parallel-processor computing systems to efficiently decrease execution time for useful problems. Parallel-processor systems are multiprocessor systems in which several of the processors can simultaneously execute separate tasks of a single job, thus cooperating to decrease the solution time of a computational problem. The processors have independent instruction counters, meaning that each processor executes its own task program relatively independently of the other processors. Communication between cooperating processors is by means of data in storage shared by all processors. A program for the determination of the distribution of current in an electrical network was written for a parallel-processor computing system, and execution of this program was simulated. The data gathered from simulation runs demonstrate the efficient solution of this problem, typical of a large class of important problems. It is shown that, with proper programming, solution time when N processors are applied approaches 1/N times the solution time for a single processor, while improper programming can actually lead to an increase of solution time with the number of processors.  Stability of the method of solution was also investigated. ",cacm
4661,CIP in Mid-1970   The history of the near-success of the 1958-59 experiment with cataloging in source and the subsequent refusal of the library community to accept its failure are punctuated by data from a recent survey of 591 libraries in IS categories regarding attitudes toward prepublication cataloging.. ,cisi
256,"The New Math of Computer Programming Structured programming has proved to be an important methodology for systematic program design and development. Structured programs are identified as compound function expressions in the algebra of functions. The algebraic properties of these function expressions permit the reformulation (expansion as well as reduction) of a nested subexpression independently of its environment, thus modeling what is known as stepwise program refinement as well as program execution. Finally, structured programming is characterized in terms of the selection and solution of certain elementary equations defined in the algebra of functions. These solutions can be given in general formulas, each involving a single parameter, which display the entire freedom available in creating correct structured programs. ",cacm
2648,"A Note on Range Transformations for Square Root and Logarithm There was the germ of an idea in two previous papers [1,2] which no one seems to have picked up in almost five years. For certain functions it seems desirable to transform the argument to a short range symmetric about 10.1 will give examples of this usage for the square root and logarithm function for both binary and decimal machines. ",cacm
6739,"physical and biological studies on transforming dna .           bacillus subtilis transforming dna prepared by the method described,  has an average molecular weight of 11.6 million . the dna is       heterogeneous, as judged by chemical composition, thermo-spectral and  pyenographic properties . these properties have been used to fractionate some of the biologically active molecules which show higher specific   activities in transforming respective auxotrophs .            ",med
1003,Hidden-Line Plotting Program (Algorithm R420) ,cacm
3276,"A Comparison Between Manual and Automatic Indexing Methods   The effectiveness of conventional document indexing is compared with that achievable by fully automatic text processing methods.. Evaluation results are given for a comparison between the MEDLARS search system used at the National Library of Medicine and the experimental SMART system, and conclusions are reached concerning the design of future automatic information systems.. ",cisi
5118,factors affecting loads at hypersonic speeds . factors affecting loads at hypersonic speeds .  this paper gives a brief summary of current loads information at hypersonic speeds . several methods which the designer can employ in estimating the loads on various aircraft components are discussed . the paper deals with the characteristics of both slender and blunt configurations and touches upon the effects of boundary-layer and aerodynamic interference . ,cran
4964,"recent studies on the effect of cooling on boundary layer transition at mach 4. recent studies on the effect of cooling on boundary layer transition at mach 4. the advent of high-speed flight has necessitated the study of boundary-layer transition on highly cooled bodies . investigations such as those of references 1-4 have concentrated on this problem and have indicated, contrary to the trends predicted by small-disturbance theory, that premature transition can be found with cooling . this phenomenon, commonly called detail in references 2-5 .  the purpose of this note is to report some recent transition data obtained on a cooled cone in a mach 4 wind tunnel . the model, a sharp-tip cone (included angle 13.5), was cooled by liquid nitrogen to a temperature of -340 f . the cooling method and the data analysis are similar to that described in reference 3 . ",cran
6175,"1463. investigations of lens protein and microelectrophoresis of hydrosoluble protein in senile cataract the investigations on lens protein and on agar-microelectrophoresis of hydro- soluble protein in normal lenses and in those affected with senile cataract re- vealed the following facts (1) in opaque lenses, a diminution of the total protein and the soluble protein takes place, as well as an increase in the amount of in- soluble protein. the decrease in the quantity of soluble protein is higher than the increase of insoluble protein which does not only point to a transformation of the soluble protein into the insoluble variety, but also to the disappearance of a protein fraction from the lens. changes in the quantity of soluble protein are accompanied by the decrease of protein in slow fractions of the electropherogram and even by the disappearance of these fractions and the increase of the amount of protein in fractions of medium velocity. with the development of cataract and the mature phase of cataract, all these processes become more and more distinct. in this respect, a strong parallelism exists between the protein changes and the clinical picture of senile cataract. (2) qualitative and quantitative changes which occur in the protein of normal lenses with advancing age show a character similar to those in senile cataract, however, they are less pronounced. in this instance, the de- crease in the quantity of soluble protein is likewise closely associated with the diminution of the protein content in the slow fractions of the electropherogram. (3) the changes in the soluble protein content of the lens and the alterations of the protein amounts in the slow fractions which always accompany the former, play the principal role in the aging process of the lens and in the development of senile cataract. (4) the investigations seem to indicate that the aging processes, of lenses as well as the development of senile cataract are of a similar character, but of different intensity. (5) undoubtedly, the processes of transition from slow fractions of soluble protein into faster ones and the transformation of part of the soluble protein into insoluble protein which is likely to be associated with these processes as well as the partial disappearance of total protein from the lens seem to play a very important part in the mechanisms pertaining to the development of cataract. ",med
1209,Proposal for an UNCOL ,cacm
4913,"the effects of a small jet of air exhausting from the nose of a body of revolution in supersonic flow . the effects of a small jet of air exhausting from the nose of a body of revolution in supersonic flow . an investigation has been made at a mach number of 1.62 to determine the effects of a small jet of air exhausting from the nose of an elliptical body of revolution upon boundary-layer transition and the viscous, pressure, and total drag of the forebody at three body stations body nose were also obtained . the tests were conducted at reynolds numbers of 2.13 x 10 and 7.66 x 10, based on body length . the maximum range of thrust coefficients for the small jet was from 0 to about at the lower test reynolds number, for which the boundary layer was laminar over the entire body in the jet-off condition, a very small flow  from the jet moved the point of transition forward to the vicinity of the 20-percent-body station . as the jet flow was increased, the transition point moved abruptly to the nose at a thrust coefficient of about gardless of the type of boundary layer . at the higher test reynolds number for which the boundary layer was largely turbulent in the jet-off  condition the total drag, including skin friction, was reduced somewhat  by the action of the jet . although the forward-exhausting small jet was found to have the above favorable effects upon the drag, these findings are not believed too important since the question arises as to the benefits of the same small  jet exhausting from the rear of the body in the conventional manner . no attempt was made to establish geometric optimums in the present investigation, yet, from a general consideration of the benefits indicated by the present results and the phenomena known to occur in the vicinity of rearward-exhausting jets, the benefits of a small jet exhausting rearward would appear to exceed those of the same small jet exhausting forward, particularly so when the flow over the body is laminar in the jet-off condition . ",cran
5403,large deflections of structures subjected to heating and external loads . large deflections of structures subjected to heating and external loads .  the method of direct formulation of the stiffness matrix is extended to include the effects of nonuniform heating and large deflections . the purpose is to develop an analytical tool for the treatment of actual structures .  in the solution of aeroelastic problems the relations between forces and deflections must be determined . the usual stiffness matrix formulation of this relationship is limited to small temperature changes and small deflections . for large temperature changes additional terms are required . also the problem becomes geometrically nonlinear when large deflections are involved . to overcome the inherent difficulties of the nonlinear problem for practical structures either an iterative or a step- by-step procedure must be used . the force-deformation relations necessary for this step-by-step or iterative approach are derived for an axially loaded member and for a plate element including the effects of thermal strains . ,cran
1950,"An Experiment in a User-Oriented Computer System A version of a software-hardware system for the purpose of facilitating the programming and analysis of well-formulated problems is described. A modified Flexowriter is used to generate computer-acceptable input when equations or computable requests are typed in much the same manner as they would appear in conventional mathematical texts. The typing and language rules are quite flexible and unrestrictive.  While the compiler part is efficient, the system as a whole has much broader aspects as a tool for the study of problem solving and self-teaching systems. ",cacm
837,A High-Speed Multiplication Process for Digital Computers ,cacm
1664,Computation of Legendre Series Coefficients [C6] (Algorithm A473) ,cacm
3319,"Library Materials  The problem investigated by the research was the development of standards for reading materials that would support the adult new reader in the exercise of his new-found skill and build the habit of regular use of the printed word. Bridging the gap between minimal literacy skills and the reading habit was proposed as essential to the purposes of the library program in helping the reader improve has basic education skills, increase his employability, and develop his potential as a citizen and gain personal satisfaction in his many adult roles. The nature of library materials best designed for this end required study in depth. The findings and conclusions derived from the research project provide basic information about the adult new reader and his reading, criteria for analysis of reading materials, and a bibliography of materials. These products of the study constitute a series of reading selection and guidance aids for use by all persons working in this area of service -- librarians, community workers, teachers, publishers, editors, and reading specialists. ",cisi
5970,the variation of gust frequency with gust velocity and altitude . the variation of gust frequency with gust velocity and altitude .  information on atmospheric turbulence obtained from counting accelerometer records is examined and relations giving the variation of gust frequency with gust velocity and altitude are obtained . the results are summarized in a form convenient for use in estimating the fatigue life of an aircraft . ,cran
6700,"pulmonary vascular changes complicating ventriculovascular shunting for hydrocephalus a patient is described in whom pulmonary hypertension and cor pulmonale were noted 3 years after placement of a ventriculovascular shunting apparatus for treatment of hypdrocephalus. in addition, the histologic sections of lung tissue obtained from 65 patients with hy- drocephalus who died at various intervals following placement of a ventriculovascular shunting apparatus were reviewed with regard to vas- cular alterations. a high incidence of ""old"" and ""multiple"" pulmonary vascular lesions was found in this group compared to the incidence in control subjects. this difference can be attributed to the operative procedure. the lesions in postmortem material were not widespread and did not suggest the diagnosis of pulmonary hypertension on purely histologic grounds. ",med
