,text,class
13272,"Obviously Bad wrestling (OBW) Canada - Includes wrestler biographies, pictures, viewing and contact information. ",Wrestling
1190,"French King Entertainment Center [Erving]. Offers a 24-lane candlepin bowling center and features special events, including Neon bowling. ",Bowling
7031,"WYO Freeride Freestyle racing team, news and forum. ",Motorsports
4952,Rosslare Golf Club Situated on the County Wexford coast and offering 30 holes of links golf and a full-service clubhouse. Includes hole by hole guide and location map. ,Golf
13193,"National Wrestling Grand Prix NWGP - Central/Southeast U.S. - Official site includes biographies, news, and results. ",Wrestling
1394,Northern Ireland Tenpin Bowling Federation Pictures and videos of bowling in Northern Ireland including articles and resources for both bowlers and coaches. ,Bowling
1036,"Commonwealth Tenpin Bowling Federation Develops, promotes and supports the sport of tenpin bowling throughout British Commonwealth countries. ",Bowling
2956,"Sue Jones Campdraft Promotions Offering extensive information and links on this Australian horsesport, including history of the sport, upcoming events, photos, merchandise and services, stud farms, and competitive campdraft horses for sale. Australia. ",Equestrian
12949,Family Ski Company Chalet family skiing holidays in the French Alps. Speciality is child care and children's ski school. UK based. ,Winter
13498,Roddy Piper Tribute Includes background information and photos. ,Wrestling
12541,"Black River Environmental Improvement Association Cross Country 52.17 kilometers of groomed trails. Boonville, NY. ",Winter
5634,Ice Works USA A hockey school that provides in-depth and personalized hockey training to all ages. ,Hockey
902,"East Coast Conference Women's Basketball Official ECC web site with standings, schedule, statistics. ",Basketball
11013,"University of Guelph - Track and Field Gryphons official site. Roster, schedule, results, season outlook, news, coaching staff, and recruiting information. ",Track
288,"Northwest League Official league site with directory, schedule and standings. ",Baseball
4199,Rugby Central A database that all rugby player's can use to promote themselves to clubs around the world. ,Football
6064,"Atlantic Coast Conference Women's Lacrosse News items, related links, awards listing, championship details, game schedule and merchandise. ",Lacrosse
6405,"Trinity High School Lacrosse Team North Texas High School Lacrosse League. Sponsors boys and girls teams with students from neighboring junior highs. Includes news, history, schedules, roster, photos, and related links. ",Lacrosse
9647,"North Florida ASA North Florida ASA. Information on softball tournaments, teams, umpires, and players. ",Softball
7601,"Paintball Guns Photo classifieds, event and field listings, and articles on equipment selection and tactics. ",Paintball
13260,"Al Snow's Head Includes editorials, fan club, history, merchandise information, multimedia, news, and results. ",Wrestling
10818,"Venus and Serena Williams Tutorial/Tennis Academy Offers tennis lessons and college preparatory tutoring for underprivileged youths. Located in Los Angeles, CA. ",Tennis
9958,"Emporia State University Women's Softball Hornets. Contains scores, coaching staff, game summaries, pictures, articles, and a questionnaire. ",Softball
612,"Rik Smits Home Page Homepage of Indiana Pacers' #45 Dutch basketball star. Autographed cards, newsletter, pictures, links. ",Basketball
2437,"Los Angeles Bike Paths Clickable map of Los Angeles and northern Orange County showing all Class I bike paths, with links to a close-up of each one, including mileage, map, photos. ",Cycling
6933,"Shu-ho Jujitsu Renmei Member of the National Association of Karate and Martial Arts Schools (NAKMAS) based in London and Kent, UK. Lists costs, instructors, training times and philosophy. ",Martial
6013,"Fairleigh Dickinson University Women's Lacrosse Coaching staff, player roster, contacts, game schedule, statistics, past results and training information. ",Lacrosse
255,"Yahoo! Sports Presents news, standings, roster, schedule and game logs. ",Baseball
2214,"10fifty Mountain Biking in France and the USA 10fifty.com provides information on mountain bike holidays in France and the USA. The site also has extras for mountain bikers such as free PC wallpapers, gallery, bike test and video. ",Cycling
13448,The George Includes history and images. ,Wrestling
10132,"Weight Lifting Routines Using scientific studies and real-world results, shows how to design weight lifting routines to help more effectively gain muscle and lose fat. ",Strength
10842,"Bryant University Women's Tennis Bulldogs. News items, scores, statistics, player profiles and a schedule of upcoming games. ",Tennis
329,"University Of Pittsburgh Bradford Baseball Official site of the Panthers with news, schedule, roster and statistics. ",Baseball
2062,"Cycling Utah Mountain West Bicycling Journal with bicycling news, events calendar, club directory, and racing information for Utah and Idaho. ",Cycling
4636,"Vista Vallarta Golf Club Resort in Puerto Vallarta with signature courses by Jack Nicklaus and Tom Weiskopf. Yardage book, amenities and packages are listed. ",Golf
10470,"Francois, Michael Includes famous clients list, biography and photo gallery. ",Strength
5674,"Newcastle Vipers Includes club information, the current roster, latest news, fixture list, statistics, merchandise, a corporate section, away travel information, supporters club, and a gallery. ",Hockey
3624,"Canberra, ACT Pictures, mailing list, registration and contact information. Located in Australia. ",Flying
8461,"Yorkshire Hash House Harriers Details of Hashes in Yorkshire. Carries current events, usually includes Full Moon Hashes and Rossendale ""Black Pudding"" events, and background for prospective hashers and records of events. ",Running
9831,"West Bay Nuggets 18 Gold Schedule, roster, and news for 18 Gold team from the San Francisco Bay area. ",Softball
10664,"Colby College Women's Tennis Mules. News items, roster, game schedule, results and pictures. ",Tennis
1614,"ISK Online Provides draws, photos and associated information about its own competitions and players. Kambah. ",Cricket
4901,"Myrtle Beach Golf Canadian company which specializes in golf trips to Myrtle Beach, South Carolina. Includes examples of vacations. In French and English. ",Golf
7933,Blodgett Paintball Three fields plus lazertag. Blodgett paintball in Sikeston hosts tournament play and open play. ,Paintball
2251,"Cheeky Monkey Productions News, articles and loads of other BMX stuff. ",Cycling
3792,"University of Alberta Winter and summer events listing, related links, contact information, message board and photos. ",Flying
1357,"TEK Bowling Based in the UK and specialising in coaching services for tenpin bowling. Company profile, coaching, clinics, instructors, and links. ",Bowling
6060,"Quickstix Maryland based organization which trains coaches and umpires, administers leagues, and sponsors tournaments. Calendar and league information. ",Lacrosse
7027,Central Ohio Competition Riders Ohio race promoters providing race schedule and links to other Ohio tracks. ,Motorsports
7054,"3G Racing Off-road racing team composed of third-generation racers based in Barstow, California. ",Motorsports
5932,"Redwingsnetwork.com Features include gameday analysis, game notes, articles, downloads. ",Hockey
6374,"Assumption College Men's Lacrosse Greyhounds. Game schedule with results, past season details, player roster and information on coaches. ",Lacrosse
4123,"Eastern Michigan University Football Official site of the Eagles with news, pictures, a roster, and statistics. ",Football
13102,Mr PPV Rob Van Dam Detailed biography interspersed with photographs. ,Wrestling
10022,"Masters' Weightlifting Schedules of competitions, results, qualifying totals, world and American records, weightlifting publications, and related sites on the web. ",Strength
455,"ESPN.com - Kevin Appier Player profile, scouting report, career notes, and statistics. ",Baseball
878,"Wingate Men's Basketball Bulldogs. Schedule, results, coaches and news. ",Basketball
10283,"Her Biceps Offers profiles, coverage and pictures of muscular female athletes. ",Strength
2219,"Cycle Sport Online companion to print magazine from North America offering an inside look at European cycling from the Spring Classics, to the Giro d'Italia, to the Tour de France. Subscription information, current and past issue overviews, and contacts. ",Cycling
4304,"Excite Sports: Jacksonville Jaguars Team news, analysis, statistics, rosters, scores, and photos. ",Football
10575,Tennis Tips.net Provides video demonstrations as well as images to show the process of learning the game. ,Tennis
8039,WorkoutLog Training log with running calculators. Requires registration. ,Running
11008,"Newfoundland and Labrador Athletics Association Governing body for the sports of cross country running, road running and track and field in Newfoundland and Labrador, Canada. Contact information, events calendar and information for each discipline. ",Track
284,"Bethesda Big Train Wooden bat baseball in June and July at Shirley Povich Field in Bethesda, Maryland. Website offers full array of information including schedule, roster, and previous game results. ",Baseball
8895,"Sungod Skating Club Facilities, programs, events, and contacts. Delta, BC, Canada. ",Skating
4132,"Yahoo! Sports: NCAA Football - Central Florida Standings, schedule, statistics, roster, and news. ",Football
11108,"Danville Area Community College - Track and Field Jaguars official site. Schedule, roster, coaching staff, history, school records, pictures, and links. ",Track
5531,Internet Hockey Database: Niklas Sundstrom Career statistics. ,Hockey
3567,"Buzz Salisbury's men's team. Includes a roster with profiles, pictures, history of the team, news items, and upcoming games. ",Flying
8199,"Atlanta Track Club Since 1964, dedicated to promoting health and fitness through athletics in the Atlanta, Georgia area. Includes race calendar and results, grand prix standings, photos, and Peachtree Road Race information. ",Running
12107,"Smith College Crew Find roster, events, coaches, records and individual honors. ",Water
12310,"Ocean Beach Surf Life Saving Club Based on the Central Coast in NSW Australia. Provides club information, news, calendar and picture gallery ",Water
7971,"Awesome Paintball.Com Located in Great Falls. Carries a suitable selection of new and used paintball markers and equipment. Sells Co2, High Pressure Air, and Diablo Blaze paintballs. ",Paintball
4555,"Golf North Carolina Guide to golf clubs, resorts, and country clubs across the state. Includes details, directions and photographs of individual courses. ",Golf
3106,"Baited Blade Classical Fencing Class times, instructor biographies, pictures and contacts for this club operating in St. Peters, Missouri. ",Fencing
591,"Thomas More College Men's Basketball Official site of the Saints. Features news, schedules, results, rosters, statistics, and standings. ",Basketball
509,"University of Ottawa Men's Basketball Gee-Gees - official site with news, schedule, roster, and statistics. ",Basketball
2540,"Red Creek Quarter Horses - Sales and Breeding Standing Sonitas Royal King. Offering breeding and offspring for sale in Ft. St. John, British Columbia. ",Equestrian
6205,"Towson University Women's Lacrosse Tigers. Coaching staff introduction, player profiles, game reviews, roster and statistics. ",Lacrosse
11090,"Loyola University - Track and Field Ramblers official site. News, schedule, roster, coaching staff, season bests, and past season information. ",Track
7295,Wikipedia: Richard Petty Profile and history. ,Motorsports
1386,Bowlinglinks List of world wide bowling links. ,Bowling
5402,"Sterling Academy of Gymnastics Boys and girls ecreational and competitive gymnastics, dance, martial arts. Staff, facility, events, schedule, directions. Located in Sterling. ",Gymnastics
7895,"Paintball Live (PbLive.tv) PbLive is a weekly live streaming video paintball show. The site has on-demand paintball videos, paintball podcasts and a 24/7 chat. ",Paintball
12977,"Manning Park Resort Located near Hope, B.C. and provides information pictures and weather. ",Winter
11671,"Stevens Institute of Technology Schedule and scores, team roster, season review and coach profiles; located in New Jersey. ",Volleyball
1512,"Limerick Cricket Club Fixtures, news and information. ",Cricket
6583,"Pukulan Cimande Pusaka This Cimande style based school, headed by master teacher William Sanders, gives emphasis on the ethics and history of traditional Cimande heritage. The site provides information on media, seminars, instructors, and articles related to Pencak Silat culture. ",Martial
5244,"Classic Gymnastics Offering preschool, recreational, competitive rhythmic gymnastics. Pro shop with rhythmic supplies. Located in Bedford, Tx. ",Gymnastics
9862,Indiana Lake Effect Fastpitch 12U competitive fastpitch team located in northwestern Indiana ,Softball
6082,"Boston College Men's Lacrosse Eagles. Player roster, contact information, game schedule and news articles. ",Lacrosse
8235,"Jersey Shore Running Club Events calendar, member pictures, race registration details, hosted events and contact information. ",Running
9549,"Ohio State University Official site with roster, schedule, statistics and news for Buckeye softball. ",Softball
81,"Fairfield Tigers Southwestern Ohio 14U AABC team. 1999/2000 league champions. Includes roster, news, fundraiser events, and photos. ",Baseball
5658,"Sharks Information Page Information on a discussion e-mail list about the team, including list archives. Free registration required to join list. ",Hockey
8446,"National Association of Intercollegiate Athletics Women's Cross Country Championships details, runner statistics and individual honors. ",Running
8660,Michelle Kwan Fan Forum Discussion board for Michelle Kwan ,Skating
10482,"Beaumont, Michelle Michelle offers customized group and private fitness sessions including yoga, synergystics, weight training, nutrition, and pliates. Includes her group exercise, workshop schedules, and customize the program. ",Strength
2070,"St Petersburg Bicycle Club A social and recreational club that exists to promote safe, satisfying bicycling opportunities to both club members and the general public, of all ages and skill levels, through planned activities and events. ",Cycling
6437,"Elizabethtown College Women's Lacrosse Blue Jays. Roster, season preview, recruiting information, history, pictures, related links and coaching staff introduction. ",Lacrosse
12887,"Coronet Peak Ski Area Located in Queenstown. Includes snow reports and web cam, festival and event information, mountain and local guides, and lift ticket and season pass prices. ",Winter
3377,"St Andrews University Fencing Club Practise times and location, with photographs, event information and results. ",Fencing
11941,"Haverford College Team history, roster and game schedule. ",Volleyball
11770,"University of Missouri-Kansas City Site contains live game coverage, merchandise, pictures, roster, game schedule, and results. ",Volleyball
5911,"AskMen.com: Mario Lemieux Includes pictures, biography, commentary and links. ",Hockey
11253,"Bryant College - Track and Field Schedule, news, coaching staff, roster and recruiting questionnaire. ",Track
1248,"Wiseman, Danny Official web site for the 2004 ABC Masters champion. Features career statistics, a short biography, and links to other bowling-related web sites. 11 PBA national titles. ",Bowling
1627,"Yahoo! Sports Groups Directory of clubs and fan groups which include message forums, chats, newsletters and photo galleries. ",Cricket
2535,The Race Cafe New Zealand Thoroughbred and harness racing discussion forum and chat. ,Equestrian
6716,"Pinner Aikido Club London Traditional style offered. Affiliated to Kai Shin Kai. Includes class schedule, club news, instructors' biographies and club photos. ",Martial
5641,"The Sports Network: Florida Panthers Scoring, training camp roster, team roster, team report, schedule, headlines, attendance report, attendance comparison and game-by-game log. ",Hockey
8568,"Ice Precise Synchronized Skating Team Teams representing the Mississauga Figure Skating Club of Mississauga, Ontario. Includes news, photos and competition results. ",Skating
4056,"Excite Sports: Kansas City Chiefs Team news, analysis, statistics, rosters, scores, and photos. ",Football
13424,"U.S.A. Olympian Ken Chertow Find wrestling camp details, recent updates, upcoming events and training tips. ",Wrestling
7526,PaintBaller.ie Source for paintball related information in Ireland. ,Paintball
6441,"Talbot Lacrosse Association A non-profit organization located in Maryland, which promotes, teaches, and organizes lacrosse practices and games for boys and girls in Talbot and the surrounding counties. ",Lacrosse
12347,"Blackwater Canoe Rental Offers canoe, tube, and kayak trips from 1 and 1/2 hours to 3 days. Blackwater River, trips, camping, directions, and contacts. ",Water
12596,"Hesperus Ski Area Ticket prices, hours of operation and telephone numbers. ",Winter
3863,"Lemmings Leamington's open team. Site contains training times, news and contact information. ",Flying
6582,"Sunset Cliffs Aikido Iwama Ryu Aikido in San Diego. Schedule, training information, gallery and related information. ",Martial
622,"Excite Sports: WNBA News, scores, team pages. ",Basketball
9577,"Stetson University Official site with schedule, roster, news, and statistics for Hatter softball. ",Softball
7409,"Badger State Tractor Pullers Official site with news, schedule, results, driver profiles, and photographs. ",Motorsports
7710,"Valahia Paintball Association Includes definition of and general information about paintball, rules, explanation of games played by the association, prices, photos, event listing, and product catalog. In English, German, and Romanian. ",Paintball
3649,"2008 World Ultimate &amp; Guts Championships Announcements, organizing committee, and how to volunteer. ",Flying
8920,Skate Canada - SynchroSkate Includes program and event descriptions ,Skating
11750,"Haverford College Women's Volleyball Fords. Contains news items, fundraising, pictures, scores, statistics, history of the team, and recruiting. ",Volleyball
10015,"Phil Pfister: America's Strongest Man Dedicated to informing Phil's fans about his accomplishments and progress. Features story, highlights, exhibitions, photos, and links. ",Strength
13245,"Chaotic Wrestling CW - North Andover, Massachusetts - Official site includes events, gallery, news, profiles, and television. ",Wrestling
9867,"Western Illinois University Official site with roster, schedule, statistics and news for Westerwind softball. ",Softball
12901,"Mt. Shasta Board and Ski Park Offers downhill skiing, snowboarding, a cross country area and, in the summer, mountain biking. ",Winter
1919,BanglaCricket: ICC World Cup 2007 Coverage of the Bangladesh cricket team. ,Cricket
11651,"Eastern Mennonite University Team roster, schedule, results, current and past season statistics, and coach profiles; located in Harrisonburg, Virginia. ",Volleyball
555,"Drew University Men's Basketball Official site of the Rangers. Includes team rosters, statistics, schedules, results, and camp information. [MAC Freedom] ",Basketball
12645,"Morrilon Resort located in the northern alps with winter and summer activities. Map, services, accessibility, events, accommodations, images, and snow report. [English/French] ",Winter
7255,"Rallye Automobile Monte-Carlo Round 1 of the World Rally Championship. Includes event details, history, and stage technology. ",Motorsports
389,"Fresno Wiffleball League Listing of players, records, polls and schedule. ",Baseball
171,"King College (Tennessee) Tornado Baseball Official site with news, schedule, roster and statistics. ",Baseball
12632,"Jennifer Heil ~ Little Pepper Includes a bio, standings, and achievements of a World Cup Canadian Freestyle National and 2002 Canadian Olympic Team member. ",Winter
12681,"Laurel Mountain Resort has 19 alpine ski runs, serviced by five lifts, with a vertical drop of 900 feet as well as two ski lodges and a snow tubing park. Located in Ligonier, PA. ",Winter
6113,Westminster College Men's Lacrosse Griffins - official site. ,Lacrosse
7322,Glen Region of the SCCA Official site of the Glen Region of the Sports car Club of America. ,Motorsports
6384,"Boston College Women's Lacrosse Eagles. News articles, player roster, game schedule and contact information. ",Lacrosse
2213,"Britton's Bicycle Shop Offering professional-level road and triathlon bikes sales and service. Located in San Antonio and Boerne. Features local riding and racing information, and sponsors local racing team. ",Cycling
6836,"Shintokukai Karate-Do Membership details, members area, gallery, FAQs, belts and media. [Burnaby, BC] ",Martial
1961,Lymington Cricket Club A leading cricket club in Hampshire' New Forest with a Women's XI formed in 1998. ,Cricket
3108,Utah State University Fencing Club Course costs and contacts for this student club; located in Logan. ,Fencing
9171,"Wakefield Forum A message board to discuss news, games, players, and transfers. ",Soccer
11674,"University at Buffalo Bulls. News items, summer camp, statistics, roster of players, pictures, and scores. ",Volleyball
3777,"Tipton Disc Golf Club Located in Munford and Tipton Counties. News, upcoming events, scores, membership information, and pictures. ",Flying
6138,"Falmouth Youth Lacrosse Club News, information, schedules, links, and contacts for boys and girls ages 6 to 13. ",Lacrosse
9609,"Southeastern Louisiana University Official site with schedule, roster, news, and statistics for Lady Lion softball. ",Softball
12379,"Bolinas Surf Lessons Bay area surf school offering lessons near San Francisco. Rates, instructors, directions, profile, photographs, and contacts. ",Water
8776,"OSU Figure Skating Club Synchronized Skating Representing Ohio State University. Includes tryout information, events, coaches biography, photos and contact information. ",Skating
4164,International Women's Flag Football Association Promotes the sport of women's and girls' flag football and works to professionalize the sport. ,Football
3295,"Kenilworth Sword Fencing Club Practise times, location and map with contacts, news, results and general information on the sport. ",Fencing
7004,"Mother In Laws Garage Newspaper A newspaper for Monster Trucks, Mud Racers and Tractor Pullers selling and buying market. ",Motorsports
3680,"Nietzsch Factor Wesleyan's open team. A history of the team's name, related links, records, officer listing, player roster and pictures. ",Flying
6114,"Tennessee Wesleyan College Men's Lacrosse Bulldogs - official site. Roster, schedule. ",Lacrosse
1261,"Bowl.com News, events, leagues, tournaments, results, games, trivia, and tips. ",Bowling
11207,Southern Nazarene University - Track and Field Crimson Storm men's official site. Schedule and coaching staff. ,Track
11005,"Langston University - Men's Track and Field News, schedule and roster for Lions track and field. ",Track
8592,Alexei Yagudin Discussion Group Message board for fans. ,Skating
9714,"Softball Excellence Drills, practices, clinics, and skills by instructor, clinician and Author Cindy Bristow. Provides online and on-demand educational and training materials. ",Softball
142,Lincoln Memorial University Official site for Railsplitter baseball. ,Baseball
7418,"MotocrossCanada.ca The motocross and off-road scene from a Canadian perspective. Incorporates news, photos, links, polls and reviews. ",Motorsports
418,"Sports Illustrated Contains headlines, standings, statistics, schedule, roster and box scores. ",Baseball
11295,"Belmont University - Men's Track and Field Bruin men's official site. Coaching staff, roster, schedule, results, school records, and past season information. ",Track
6665,"Aiki Batto A system of sword exercises, developed by Swedish aikido and iaido teacher Stefan Stenudd. ",Martial
3626,"Saskatoon, Canada Teams, schedules, field information, upcoming events, tournaments, contacts and pictures. ",Flying
7329,"New Hampshire Motor Speedway Offers a 1.058 mile oval and 1.6 mile road course and hosts of a portion of the NASCAR Nextel Cup Series. Provides schedule, press releases, photos, tickets, and souvenirs for this multi-purpose facility in Loudon. ",Motorsports
3780,"Queen's University Information about the sport, practices, contacts listing and upcoming tournaments. ",Flying
6466,"University of California Davis Women's Lacrosse Aggies. Includes schedule with results, roster, media guide and news. ",Lacrosse
5903,"Midland Region Hockey Association Rules, fixtures, results, league tables, top scorers and a regional club list for the Midland region. ",Hockey
5066,"Region 4 Men's Gymnastics Contains news and links to state pages for Minnesota, Nebraska, North Dakota, South Dakota, and Wisconsin. ",Gymnastics
6893,"South African Ninjitsu Federation Ninjitsu ryu teaching the principles of Koga Ryu Ninjitsu. Lists style history, syllabus, organization profile, dojos and links. ",Martial
3554,"Searching Woodpeckers Sauerlach, Munich (Germany) open and women's team. Contacts, pictures, practice details and tournament information. ",Flying
8608,"Langley Figure Skating Club Synchronized Skating Teams representing the Langley Figure Skating Club of Langley, British Columbia. Includes coaches background, team descriptions, news, events and contact information. ",Skating
6994,"Rotorua Aikido Club Independent dojo in Rotorua, NZ ",Martial
12877,"Circle City Ski and Sports Club, Inc. Provides information club memberships, ski trips, upcoming events, and club officers. ",Winter
1764,"Warilla Sports Cricket Club Online Kooka's Online - the official web site with news, calendar, player profiles and desktop wallpaper. NSW. ",Cricket
4490,"Sydney Uni Lions Sydney University gridiron football club based at Camperdown, Sydney NSW. A registered club with Sydney Uni Sports Union. ",Football
11473,"Olivet College - Women's Track and Field News, roster, coaching staff and schedule for the Comets. ",Track
12513,"Canadian Ski and Snowboard Professionals Host site for the Canadian Ski Instructors' Alliance, the Canadian Association of Snowboard Instructors, and the Canadian Ski Coaches Federation. ",Winter
1908,"Gordano Valley Cricket Club Includes news, fixtures and results for the club based in Portishead on the outskirts of Bristol. ",Cricket
3249,Australian National University Fencing Club Information on fencing in general and ANU Fencing Club activities. ,Fencing
5046,"SUNY Brockport Gymnastics NCAA Division III, Region 5. Golden Eagles. ",Gymnastics
12732,"Ski Racing New Zealand Ski Racing New Zealand (SRNZ) is the organization responsible for the conduct of ski racing in New Zealand. Includes alpine ski racing results, training, coaching and development programs at national and international levels. ",Winter
13470,"Padua Wrestling Contains roster, schedule, history, photo gallery, statistics, and other links. Padua Franciscan High School located in Parma, Ohio. ",Wrestling
9638,"Oklahoma ASA Oklahoma ASA. Information on softball tournaments, teams, umpires, and players. ",Softball
10949,"SUNY Fredonia Women's Tennis Blue Devils. A roster of players, game schedule with results and season highlights. ",Tennis
3803,"South Australian Flying Disc Association Description of the organization, related links, local event information, pictures and contacts. ",Flying
11297,"Onteora Runner...MHAL Track &amp; Field, XC Results This is a resource for Mid-Hudson Athletic League runners to find track and cross country results, information, statistics, and previews. ",Track
4211,"ESPN.com Michigan clubhouse University of Michigan football statistics, schedules. ",Football
9389,"Pohang Steelers Official club site including history, player profiles, and photo gallery. [English/Korean; requires Flash] ",Soccer
10871,"Vamos Brigade Fansite displaying news, articles, image galleries, and Rafael Nadal's yearly competition calendar. ",Tennis
8665,U.S. Figure Skating: Alissa Czisny Skater biography and competitive history. ,Skating
7912,"Warhaus Dedicated to paintball in South-Central Indiana. Team listings, tech, player database, photos, proshop and field listings. ",Paintball
9005,"Yahara Hot Peppers Roaster, news, links. A U-18 girls traveling team based in Madison. ",Soccer
11574,Ouachita Baptist University Team news and coach profile. ,Volleyball
8069,"Suffolk University Men's Cross Country Rams. Roster of runners, pictures, coaching staff, team description and current standings. ",Running
8018,"Baltimore Road Runners Club Established 1971. Includes a list of upcoming races, results, training locations, membership information, and contacts. ",Running
7712,"Ponytail's Paintball Web Player discusses military simulation style of play, and offers detailed reviews of markers, captioned photos and plans for armored vehicles, and overviews of alternative weapons and marker modification. Also includes FAQ, humor, and links. ",Paintball
2235,"Naperville Bicycle Club Rides and events, maps, online newsletter. ",Cycling
10456,"Defrancos Training Information on strength training, speed training, nutrition, and flexibility for highschool, college, and pro athletes. ",Strength
1119,"Bowls SA Governing body for South Australia. Information about lawn bowling including leagues, clubs and scores. ",Bowling
7942,"Gotcha Paintball Pro shop and field located in Henderson. Includes rates, directions, photos, and waiver form. ",Paintball
2375,"North Haven Bicycle Center Featuring Cannondale, Litespeed, Raleigh, Mongoose, Pro-Flex, and others. ",Cycling
11502,"Boca Ciega High School Girls' Volleyball, Florida Schedules and Booster Club information. The team is also known as the Lady Pirates. ",Volleyball
8545,"Iceoplex Iceoplex Ice Arenas and entertainment complexes feature recreational public skating, hockey leagues, figure skating, and professional skating schools for all ages and ability levels. ",Skating
9015,Wikistadiums.org A stadiums guide and image gallery across Europe. ,Soccer
6243,"Curry College Men's Lacrosse Colonels. Provides schedule, coach profile, archives, and team roster. ",Lacrosse
700,"Yahoo Sports: Wyoming Schedule, scores, standings. ",Basketball
9534,"Total Packages From St. Charles, Missouri. Includes team schedules, statistics, history, bulletin board, chat room, and pictures. ",Softball
2576,"Walkin' Tall Farm Walking, Racking, and Spotted Saddle Horse facility in Live Oak. Includes farm and breed histories, show photos, and mule information. ",Equestrian
8957,"Kometa Synchronized Skating Team Novice team from of Prague, Czech Republic. Includes photos, competitions schedules, team membership and contact information. ",Skating
7611,"Extreme Paintball Located in Modesto. Prices, photographs, directions, newsletter, and a message board. ",Paintball
3672,Gaia Amherst's women's team. Information about and pictures of the team and links to related sites. ,Flying
4352,"Suffolk Bull Moose Rugby Football Club Located on Long Island, New York, and offers rugby coaching services and recreational play in Suffolk County. Members of the Metropolitan New York Rugby Union. Club information, contacts, teams, membership, and results. ",Football
1085,"TenpinBowling.org General information and tutorials about bowling, plus clips and related links. ",Bowling
7,"Clearwater Threshers The official website of the Clearwater, Florida Threshers minor league baseball team. Site contains merchandise, news items, roster, calendar of games, results and tickets. ",Baseball
13122,"National Wrestling Hall of Fame Offers a calendar of events, awards, history, newsletters, a virtual tour, and announcements. ",Wrestling
12496,"Tennessee Eastman Hiking and Canoeing Club Offers a year-round program of hikes, paddling and other activities. The club also manages and maintains 127 miles of the Appalachian Trail in Virginia, Tennessee, and North Carolina. ",Water
3613,"United Flyers of Sonoma Located in California's wine country, the UFOS are one of the oldest Disc Golf clubs in the world. ",Flying
3052,"Notre Dame University News, schedules, team roster and results. Located in South Bend, Indiana. ",Fencing
11147,"Athletics South Africa Official web site including news, calendar, records, clubs and rankings. ",Track
2984,"Arkansas Quarter Horse Association Home of the Memorial Day Circuit and Stanford Happening. History, joining information, events, show schedules and results, online forms, and sponsorship information. ",Equestrian
6050,"University of Georgia Women's Lacrosse Bulldogs. Player roster, game schedule, pictures, alumni information and contacts. ",Lacrosse
3212,"Edinburgh Fencing Club Location, practise times and costs. Competition results and calendar. Also includes a history of fencing in Scotland and a news clippings archive. ",Fencing
11433,"Keene State College - Men's Track and Field Owl men's official site. News, schedule, coaching staff, roster, and recruiting information. ",Track
11379,"Atlantic University Sport - Women's Track and Field AUS women's official site. Schedule, rosters, past team and individual champions, award winners, All-Canadian team, and national rankings. ",Track
1841,"St Michael`s Cricket Club Information about the club including history, match reports, fixtures and league table. Dumfries. ",Cricket
21,"Milligan (Tennessee) Buffaloes Official site with news, schedule, roster and statistics. ",Baseball
6648,"Louisiana Judo Council, Inc. Unofficial homepage of Louisiana's Group B USJI affiliate; includes a listing of officers, contacts, and some administrative documents. ",Martial
13014,"British Columbia Wrestling Association News and resources for area athletes, coaches, and officials. ",Wrestling
9442,"Coastal Carolina University Men's Soccer Chanticleers. News, schedule and results, statistics, roster, media guide. ",Soccer
11795,"Minnesota State, Moorhead View the Dragons team, its players, scores and schedule. Features season outlook, player and coaching staff biographies, records and awards, and recruiting questionnaire. ",Volleyball
2614,"Friesian-L Home of the email discussion group Friesian-L. Includes breed history, name chart, subscription information, and frequently asked questions. ",Equestrian
446,Today in Phillies History by Broad and Pattison Database that lists historical team happenings on a daily basis. ,Baseball
11867,"Pepperdine University Coach profiles, season outlook and review, schedule, and news for this California college. ",Volleyball
12682,Mt. Pinos Nordic Skiing The Mt. Pinos Ranger District offers a variety of marked nordic skiing trails within the wilderness of the Los Padres National Forest. ,Winter
3650,"NMH Jamboree Northfield, Massachusetts USA. Teams listing, past results, pictures, registration and contact information. ",Flying
2894,"New Horse Tips Pages such as Breed of the Month, Breyer Page, Riding Tips, and horse tips to help you in everyday barn life. ",Equestrian
13354,"Rajah's WWF News and Rumors News, rumors, theme music, chat, and results including house shows. ",Wrestling
6555,"Portland Quest Center News The Quest Center offers instruction the martial art of Ninjutsu as taught in To-Shin Do. They are located in the Portland, Maine area. ",Martial
11727,"University of Wisconsin-Milwaukee Panthers. Contains statistics, a listing of players, pictures, past results, and a game schedule. ",Volleyball
7934,"Oklahoma D-Day Provider of annual 6-day event publishes itinerary, photos of past events, maps, roster, online store, forums, information about other events, and forms. ",Paintball
7256,American Power Boat Association APBA is the sanctioning body for all types of boat racing in the United State. ,Motorsports
2326,"Alto Velo Palo Alto based team with race events and results calendar, photos, links and membership information. ",Cycling
11032,"Angelo State University Ram schedule, coaching staff, roster, news, season bests, facilities, media guide and past season information. ",Track
7828,"Cooly J's Paintball Pictures, information on getting started, and strategies. ",Paintball
6834,"Shotokan Karate School of Malta Includes news, instructor profiles, events, and links. [English, Maltese, Italian] ",Martial
6173,"Suffield Lacrosse Player and team statistics, pictures, news articles, contact information and game schedule. ",Lacrosse
