,text,class
8491,MacNetBus Information about NetBus and the Macintosh. Download client to control the server. ,Security
7582,"EPSON Factory Automation Division Manufacturer of high-precise industrial robots, factory automation products, and related software. ",Robotics
1160,"AbsInt Provides software products and services in the areas of compiler technology, static program analysis, worst case execution time prediction, timing validation, and software visualization. ",Companies
2351,The Steelwind Consulting Group Inc. On site computer services and sales for small to medium size businesses in southern California. ,Consultants
4322,"The Doll Palace Cartoon dolls community host. State of the art dollmaker, huge collection of dolls. Contests, forum and a large amount of information. ",Graphics
8598,"Artemis Project and portfolio management system for product development, IT management and strategic assets analysis. ",Software
118,AI Topics Introductory resources concerning artificial intelligence and its many dimensions. ,Artificial
7748,"Robosapien.tk Tips and tricks, hacks, and modifications; many with full schematics, step-by-step instructions, and demonstrative videos. Includes a forum and resource list with links. ",Robotics
2605,"Fluke Networks Installation, analysis and monitoring of enterprise and telecommunications networks. ",Data
3600,"Exegi Designs and develops training and performance solutions tailored to each client's needs. Located in California, United States. ",Education
2403,Viking Technology Services LLC Offers generalized computing services for home and business users located in the Portland metro area. ,Consultants
7319,"XOTclIDE XOTcl Integrated development environment, inspired by Smalltalk programming environments: syntax highlight and checking, version control, test framework. [Open source, GPL] ",Programming
9050,Bucket Upload Provides an application that allows uploading files to an Amazon S3 bucket from an Android phone. ,Systems
7842,"CharitÃÂ© Surgical Navigation and Robotics Lab Engineers, computer scientists, and doctors work together at this lab to develop surgical robotics technologies. ",Robotics
8275,Covelight Systems Offers web application auditing and monitoring tools. ,Security
566,"Australian Data Systems Productivity tools for MicroStation, as well as a collection of technical tips and tricks. ",CAD
3804,CISSP Security Management Notes Notes on CISSP Security Management and Practices ,Education
3364,Delta Communication Group Provides data communications equipment from most major manufacturers. ,Data
6008,"Lexikon Sonate Generates piano music in realtime, can also be used as a meta-instrument for improvising complex piano music. ",Multimedia
626,"Omegavue, Inc. Offering the Facilivue facility management software solution, as well as data creation and IT services to structural, architectural, mechanical, and HVAC professionals. ",CAD
3084,"WLAN Mall Wireless distributor. Includes products offered, online store and contact information. ",Data
3569,Training Planet Offers training videos for leading vendor certifications. ,Education
6206,IEEE MultiMedia Magazine covering technical information on a broad range of issues in multimedia systems and applications. ,Multimedia
2814,"Document Freedom Day Aims to educate the public about the importance of Free Document Formats and Open Standards in general. Coordinates activities that happen on last Wednesday of March, celebrated as the Document Freedom Day. ",Data
3772,"Netcom Information Technology Instructor-led and web based training, corporate training solutions, and authorized testing. Web hosting and consulting solutions. Located in New York, United States. ",Education
8994,"iButton: Tiny InterNet Interface System provides a variety of hardware with the ability to talk to networks. News, downloads, interest group, FAQ. ",Software
2633,"How to Create Channel Definition Format (CDF) Files Microsoft tutorial, explaining how CDF gives Web authors another way to organize their sites. ",Data
7725,USC Center for Robotics and Embedded Systems CRES is the second largest robotics research center in the United States. Brings together more than eight USC robotics research labs. ,Robotics
3855,"Digital Training and Designs Adobe Certified Product Trainer for Adobe Photoshop, PageMaker, Acrobat, FrameMaker, Illustrator, Premiere and After Effects. Located in Texas, United States. ",Education
5745,ToTheCell Featuring a free SMS reminder service. ,Mobile
5966,"Inalambrik S.A. A business integrated solution provider company, focusing in the convergence of cellular mobility, computing power of hand held devices and the Internet. ",Mobile
8786,Caselite Software Therapy Scheduling Software for Speech-Language Pathologists working in the Schools ,Software
7014,"WeOnlyDo! Mail Related Components Mailbox Component - management over mailbox and message parsing. Pop3 Server Component - Pop3 protocol server implementation. Smtp Server Component - full non-relaying Smtp (Simple Mail Transfer Protocol) server implementation. [Component, Free and commercial versions] ",Programming
7914,RHA robotic team The Amir Kabir University of Technology's robotic projects including a line tracker robot and a ball gatherer. ,Robotics
6408,Geiss Sound-reactive eye candy. Download and details of features. Also includes a screensaver version. ,Multimedia
4808,"Comet Enterprises Removable mass storage and disk media sales, data recovery and transfer services offered. ",Hardware
4418,Carol's Button Shop A free collection of web button clip art to liven up web pages. New buttons daily. ,Graphics
2876,"How to Concatenate PDFs without Pain Article describing several possible techniques to merge two or more PDF files into a single PDF document, with comments on their effectiveness. ",Data
4703,Lighthouse Fiber Specializes in providing fiber optic cables assemblies and components. Located in the United States. ,Hardware
6446,WavPack Open audio codec facilitating both loseless compression and a unique hybrid compression mode. ,Multimedia
2384,"SkinnyPigeon, Inc. Web design and development, systems integration. ",Consultants
1459,"Answers That Work Offer a library of tips, recommendations, driver downloads and troubleshooting for a variety of computer problems. For PCs running Windows. ",Companies
5533,"Lattice, Inc. Provides applications software for users of mobile computers in a variety of industries, including healthcare and gas and electric, automating many tasks for mobile workers. ",Mobile
5769,Oringz Offers original free ringtones downloads. Created from scratch using audio synthesis and sample manipulation. ,Mobile
6506,Emacs/W3 A web browser that runs under GNU Emacs. ,Open
5697,CoDriver In-car navigation for the Psion 5. ,Mobile
6721,"Astronomical Software Wants To Be Free: A Manifesto Paper by Benjamin J. Weiner and co-authors, arguing that the advantages of open-sourcing astronomical software outweigh the drawbacks. ",Open
6296,"Modstar Productions Inc. Web site design, Flash, CD-ROMs, interactive kiosks and e-commerce. ",Multimedia
4302,Glacier Web Works Free outdoor pictures of the Glacier National Park area of Montana and the chance to use them in E-cards. ,Graphics
8778,"OCI Solutions Offers web module for existing Contact Management or Client Relationship Management software, a help desk program and web-based scalable Customer Relationship Management (CRM) application. ",Software
4506,HyperSonic PC Systems Makers of performance gaming PCs. ,Hardware
3751,"NJIT Continuing and Distance Education Credit and non-credit programs via distance learning and extension sites throughout NJ. Graduate Certificates, undergraduate and graduate degrees, and technology courses available. ",Education
1662,"Automatic Control and Computer Science Translation of ""Avtomatika I Vychislitel'naya Tekhnika"" from Latvia, covering automatic control and distributed processing and signal processing. On-line table of contents. ",Computer
8640,"Mac Update View, search and track software updates; via Mac Update. ",Software
1891,"AvC Folding Donating spare CPU cycles to further research on protein folding. Our goal: to understand protein folding, protein aggregation, and related diseases. ",Computer
2338,"IDC Hardware channels consulting, global research, problem solving and project management specialists. ",Consultants
2216,"GWGuru.com GWGuru specializes in GroupWise Consulting. GWGuru has been doing GroupWise Consulting for years and has worked with many companies in most of the vertical markets. If you have a GroupWise problem, we can solve it. ",Consultants
8220,"Privatech Consulting Canadian privacy policy lawyers, internet privacy issues and privacy legislation (Bill C-6) experts ",Security
7646,Biorobotic Simulation Program A scripting language called Config++ that wraps a library of C++ classes for simulating the dynamics of multi-segment robotic devices. License allows non-commercial use only. ,Robotics
4911,Spectra Logic A complete line of automated tape backup solutions including tape libraries and tape media. ,Hardware
364,"Machine Learning Mailing List An unmoderated mailing list intended for people in computer sciences, statistics, mathematics, and other areas or disciplines with interests in Machine Learning. Researchers, practitioners, and users of Machine Learning in academia, industry, and government are encouraged to join the list and participate. ",Artificial
6816,Prima Toolkit for multi-platform GUI development. (Perl) [OS Independent] ,Open
416,"Emotionware ""Why emotions might be useful to have, and touch on what would be involved in developing the emotional side of an intelligent agent."" Published in Crossroads, the ACM student magazine. ",Artificial
2007,Bolt Computer Services LLC Providing on-site computer repair services for home and small business users in the Southwest Downtown Portland area. ,Consultants
2978,"CPT Voice Harbor hosting Vxml hosting platform based in the US (Marietta, GA). Based on VoiceGenie platform with ScanSoft ASR/TTS. ",Data
4475,"Tickie's Web Page Themes Free graphics for personal web pages. Coordinating page themes, over 700 backgrounds, interfaces, calling cards, tips for creating pages, and custom work. ",Graphics
9363,oldSAP Provides freeware downloads for Windows Mobile ,Systems
8029,Remote Access Policy Defines standards for connecting to a corporate network from any host. [MS Word] ,Security
186,"Recursive Partitioning Mailing List An unmoderated mailing list for recursive partitioning based supervised learning methods, a.k.a. classification and regression trees. ",Artificial
6148,"CSound Magazine News, tips, tutorials. ",Multimedia
405,"Bishop, Chris Graphical models, variational methods, pattern recognition. ",Artificial
1808,"Florence, University of Department of Systems and Computer Science. Research areas include adaptive and predictive control, algorithms and data structures, applied mathematics, artificial intelligence, bioengineering and medical informatics, combinatorics, computer vision, databases, formal methods, modeling and identification, nonlinear dynamics, operations research, robust control, and software engineering. ",Computer
7104,"jPOS Implementation of the ISO-8583 protocol - acts as a framework for financial exchange/payment. It can be used to implement EFT interchanges, switches, payment gateways, POS software and e-commerce sites. [Open Source, GPL] ",Programming
2098,"IT Pro Source Computer and network consultants to small business. Exchange, Outlook, LANs, WANs, VPNs, Citrix Certified Professionals, and available 24/7. Located in Livermore. ",Consultants
2957,"OpenMath and MathML, ACM Crossroads Winter 1999 This is a discussion of two possible markup languages for mathematical expressions (OpenMath and MathML) written by O. Caprotti and D. Carlisle, from the Crossroads Winter 1999 issue. ",Data
3463,CSSEdit A Cascading Style Sheets (CSS) editor for Macintosh. [Shareware] ,Data
2851,"Molecular Dynamics Language Provides simple constructs like atom, bond, molecule and TRANSLATE to mark up chemical simulation data. ",Data
3185,"MegaPath National VPN provider delivering networks DSL, Satellite, Wireless, T1, frame relay, and ATM to multi-location businesses in the US. ",Data
7330,"TBetterADODataSet A direct descendant of Borland's TADODataSet component. It works around several bugs, extends some features of TCustomADODataSet. Also it introduces new features not surfaced in TADODataSet. By Vassil Nazarov. ",Programming
645,Wout Ware CadLib is A .NET DXF file manipulation library with 2D and 3D support that also handles export to image formats and PDF. ,CAD
548,"Visual Collaboration Technologies, Inc. VCollab converts 3D CAD/CAM/CAE files to a compressed VCZ file format for visualization, presentation, documentation and collaboration without the native applications. ",CAD
7677,"Center for Intelligent Robotics CRI is a UNINOVA research group that specializes in sensorial systems, robotic systems, autonomous agents, and social implication of automation. ",Robotics
2249,"Automated Information Solutions System integrators of IMR Alchemy, LEAD and Cabinet NG for document management applications. ",Consultants
8723,Decent Downloads A directory of various useful freeware. ,Software
8219,Talisker Security Wizardry: Honeypots Describes different commercial and freeware honeypots. ,Security
7502,"F18 Institute An artist coop that works with robotic, mechanical and electronic devices. They re-invent and dismantle existing technology with an artistic approach. Their goal is understanding of the relation between man and machine and man and systems. ",Robotics
8760,Visual Accounting Development Resellers of Libra Signature products offers consulting services. ,Software
2031,"Ingenuity Professional Services, Inc. We are Remedy AR System Developers. Our web site contains company information, and a user-to-user support discussion board. ",Consultants
1177,MSFTextrememakeover Analyzes news and advocates change at Microsoft Corporation. ,Companies
4706,Madisonmarketing-llc.com Sells projectors and installs electronic conference rooms using the latest in audio visual technology. ,Hardware
856,"CumInCAD A cumulative index of publications about computer aided architectural design. It includes bibliographic information from journals and conferences such as ACADIA, CAADRIA, eCAADe, SiGraDi, CAAD futures and others. ",CAD
8835,"Benchmark Comparison of NetBSD 2.0 and FreeBSD 5.3 This paper by Gregory McGarry presents a suite of benchmarks and results for comparing the performance of these operating systems. The benchmarks target core operating system functionality, server scalability and thread implementation. ",Software
4009,"Astigmatic One Eye Traditional styled typefaces, as well as many bizarre and theme styled commercial and freeware typefaces. ",Graphics
4831,"LedcoMounts Distributor of laptop mounts, docking stations and other mobile computing solutions manufactured by Ledco. ",Hardware
1476,MaxiSoft Developers of custom mobile software solutions for handheld and wireless applications. ,Companies
3745,LearnThat Certification tutorials by Jeremy Reis. ,Education
8725,"Open.Appideas.com: Projects A collection of tools that use MySQL. Including Web Interface, Shopping Cart, and Community Calendar. ",Software
3227,"TechEncyclopedia Over 13,000 definitions of computer terms and concepts from CMP's TechWeb. ",Data
3778,"Conejo Valley Adult Education MCSE, MCP, A+, Network+, and Cisco training in Thousand Oaks, CA. ",Education
640,"Frotime Offering Pro/ENGINEER tutorials for solid modeling, surfacing, assembly, sheet metal, and behavioral modelling. ",CAD
5180,"Utilis Ltd Web and email hosting, e-commerce solutions, and software development. Located in New Zealand. ",Internet
2951,TKM Communications Network cabling and wiring consultants for Voice and Data. ,Data
2915,"XML Cover Pages: Namespaces in XML A collection of whitepapers, perspectives and history on XML namespaces, including links, references and contacts. ",Data
1263,"I.V.A. Software &amp; Automatisierung GmbH We develop software solutions for automation industry and provide expertise for power, industrial and chemical plants automation systems. ",Companies
7317,"Welofunc Performer A load test tool with a special focus on J2EE applications [Open source, GPL] ",Programming
3389,Speedtest.net Bandwidth test where one can choose among hundreds of geographically dispersed servers around the world. Also shows a summary of one's tests and also the tests by geographic region. ,Data
3439,"Active Tags A language for XML native programming, where usual procedure-oriented sentences can be mixed with declarative sentences. ",Data
2481,"Web-Net Solutions Providing web design, networking, and support for individuals and businesses. ",Consultants
5905,"McAleely.com Programming articles and EPOC Freeware, including JTelnet, StationeryPad, W2, nCalc. Home of John McAleely. ",Mobile
4294,Unsafe Color Match Create color themes beyond the safe color palette. ,Graphics
3856,"MOUS Training Ltd. IT distance learning and self study courses for Microsoft Office applications, preparation for the MOUS exam. ",Education
8032,FishNet Network security consulting. ,Security
7989,Roomba Community Forum to discuss and hack the Roomba robotic vacuum cleaner. ,Robotics
4380,"FlipAlbum Designs Free and membership themes, plus other such as covers and accessories, with discount FlipAlbum software. Also provides custom services as individual themes, ebook services, and digitizing images. ",Graphics
9399,"Acorn/RISC OS machines Untechnical history of Acorn machines, and an up to date look at where RISC OS machines are today. ",Systems
443,"EAGLES: Expert Advisory Group on Language Engineering Standards A European Commission initiative to provide standards for linguistic engineering applications such as corpora, lexicons, mark-up languages and software. Contains current guidelines. ",Artificial
5866,Now SMS Produces a gateway which can be used both as a SMSC and MMSC. ,Mobile
6704,btn4ws.pl This script creates a sequence of buttons for web pages. (Perl) ,Open
5550,"DallasCon Wireless security conference presents both annual information security conferences as well as security training seminars (such as WAP security) held throughout the year. Held in Dallas, Texas. ",Mobile
8131,"Sun Microsystems Security Solutions Security solutions: IP level encryption, firewalls, authentication, and network management. ",Security
7976,"Cybernet Systems Corporation A commercial research and development lab specializing in software intelligence, network connectivity, robotics, and man-machine interaction. ",Robotics
461,"Systems for Automatic Customer Support Operations (SACSO) A collaborative research and development effort (1997-2001) between the Danish National Centre for IT Research (CIT) and Hewlett-Packard (HP), whose aim was to develop decision theory and Bayesian network-based troubleshooting systems for customer support automation. Resulted in 4 patents, 17 reviewed scientific papers, 11 technical reports, 10 working papers, and 13 presentations. ",Artificial
1395,"FreeTechsForum.com Free Windows OS, Windows software, web development, and PC hardware technical support from an experienced and friendly family oriented community. ",Companies
5832,Semata Provides a variety of applications tools. ,Mobile
263,BioComp Systems Inc. A consulting and software development firm specializing in neural network and genetic algorithms. ,Artificial
1840,"IBM Research Lab in Haifa Perform research and development such as VLSI design, verification technology, storage subsystems, computer systems, programming languages and environments, advanced applications, multimedia and service technologies. ",Computer
7523,Robot Kits Direct Online store offering a variety of beginner-level robot kits. ,Robotics
1720,"Quantum Experiments and the Foundations of Physics Research group lead by Anton Zeilinger at the Institute for Experimental Physics, University of Vienna, Austria. The groups is working on photonic entanglement experiments, Bell's inequalities, quantum communication and quantum cryptography. ",Computer
8085,"Onion Routing A product of the US Navy Research Lab, the Onion Routing is an Internet based system to prevent eavesdropping and traffic analysis attacks. It is now ""off-line"" but listed in the ODP for completeness and potential new developments. ",Security
2159,"sdb consulting Architectural CAD &amp; BIM software consulting and training for Revit, AutoCAD Architecture, Green Building Studio based in WA, USA. ",Consultants
6085,"iPadinTouch Blog focussing on the Apple iPad, including news, tutorials, applications, games and accessories. ",Multimedia
1741,"Niedermeier, Rolf UniversitÃÂ¤t TÃÂ¼bingen. ",Computer
1929,eWiC Electronic Workshops in Computing Science. Series hosted by the British Computer Society which includes the proceedings of workshops and conferences on a range of computing topics. ,Computer
8739,"SnapMail Peer-to-peer messaging and chat utility offers file transfer between Windows and Mac computer, reminder messages, templates, return receipt request, and built-in spell checker. OS X and OS 9, as well as Windows. Includes documentation, FAQ, testimonials, and trial download. ",Software
2874,Coteng Messaging solutions and software development ,Data
7755,"Team Mercury Robotics (Team 1089) 2006 NJ Regional Website Award winners, and home of the Hightstown High School FIRST Robotics Team. Provides a collection of valuable resources, as well as a team forum, cohesive photo gallery, and explanatory information on both FIRST and Team Mercury. ",Robotics
2556,"Computer Interconnect Solutions, Inc. Distributor of networking products. Includes online store and contact information. ",Data
2839,"TeXML Although this is not an XSL-FO tool, it is used in typesetting. Given that it was posted in 1998, it would probably be overtaken by XSL-FO now. The materials also include an example of MathML markup transformed into TeXML, with PostScript generated using TeX. ",Data
5172,Silver Scope Promotion Pay per click advertising services and web stat analysis. ,Internet
2190,"Hamilton Technology Solutions Provides assistance to business, home office, or home users for solutions to their technology needs. ",Consultants
4721,SPEA Automatic Test Equipment Designs and manufactures Automatic Test Equipment for microchips and electronic boards. ,Hardware
8493,ThreatFire Uses behavioral analysis to protect against spyware and virus threats that are too new to be recognized by traditional software. ,Security
590,"Autocad 3D Utilities A collection of free utilities in Autolisp, ADS and ARX for 3D modelling and exporting to visualization systems. ",CAD
5668,"wmlbrowser Simulates WAP browsing by viewing WML pages as a plugin for Mozilla Suite, SeaMonkey or Firefox. ",Mobile
2497,"PBI Experts Conseils Inc. PBI is a distributor of software solutions for manufacturing companies. They offer support and training in CAD, CAM and KBE software systems. ",Consultants
885,"SolidCAM CAD/CAM System for 2.5D milling, 3D milling, turning and wire EDM, with a standalone modeller, or integrated in common CAD systems. ",CAD
1597,"Base of Scientific Computing Related Information Links related to Scientific Computing, compiled by Ricardo Duarte Arantes. ",Computer
1236,EnterpriseDB GridSQL Offers database clustering solutions for data warehousing that utilize open source databases. ,Companies
5412,"Power Of Production Studio Offers design, hosting, graphics, and consulting. ",Internet
2260,"Alligatortek Chicago based company specializing in custom software, database, and website design and development consulting. ",Consultants
543,"Informative Graphics Corporation Viewing and markup software for a variety of document formats, drawings and images, including Java-based Web viewing, markup and collaboration. ",CAD
1100,"Oregon Embedded Development Software and Hardware design for Embedded Systems. Expertise in bar code scanners, IO controllers, single board computers, signal converters, proprietary networks, and media duplication equipment. ",Companies
1759,"Council of European Professional Informatics Societies Promotes to European bodies the views of informatics professionals, encourages professional competence. Organization and professional standards information, position papers and online journal. ",Computer
6083,Digital Independence A discussion on the impacts of new digital media. ,Multimedia
9130,Currency [Freeware] A currency converter that converts between a list of currencies which can be updated automatically from the internet using the UN list of exchange rates. ,Systems
8809,Peoplecnc Provides CNC Configurable Network Computing Technical support for Peoplesoft Enterpriseone. ,Software
6135,"winLAME The new version by DeXT reads many input formats and transcodes them to several others, uses libfaad2.dll and libfaac.dll for AAC. ",Multimedia
7699,System for Parallel Agent Discrete Event Simulation SPADES is a middleware system for the creation of AI agent-based simulations. Agent have continual sense-think-act cycle interaction with the simulated world. SPADES is Free Software written in C++ and licensed under the GNU GPL. ,Robotics
3677,"American Sun Educational Services Training Web Site Sun Educational Services provides technical Java, Solaris, Network Administration, Security, Web-based training, educational consulting, and IT certification classes and programs. ",Education
8161,"ICG, Inc. Conducts Internet-based investigations to identify individuals and groups engaging in improper or illegal activities. ",Security
2972,"Wireless Calculators Offers calculators for wireless situations including Fresnel zones, free space loss and power budget. ",Data
6488,ESV Teleproductions Producers of multimedia presentations and videos ,Multimedia
5937,"Myxer Provides a free selection of ringtones, wallpapers, games, and videos. Also, upload and create custom ringtones and wallpapers. ",Mobile
1331,"Microsoft Corporation Main site for product information, support, and news. ",Companies
7993,Reconn's World: SmallBot Project Information on an attempt to build the SmallBot robot. ,Robotics
25,"PPT Vision: Digital Machine Vision Systems Machine vision systems with intuitive end-use interface. Products for quality inspection and alignment applications, 2D and 3D inspection for wafers and electronic components. ",Artificial
3503,"Any Key Computer Training Centre Hands-on training for installation and use of BusinessVision and Seagate Crystal Reports accounting software. Located in Ontario, Canada. ",Education
8936,"Christoph Bratschi's Homepage Mixomat, a SB 16/32/64 mixer, and other programs. ",Software
2748,"Koala XSL Engine Unsupported XSL processor written in Java, using the Simple API for XML (SAX 1.0) and the Document Object Model (DOM 1.0) API. This package also contains xslSlideMaker, a post-processor that can quickly make slides and multi-level slides with XML &amp; XSL. The Koala XSL engine is no longer supported - but the source is available. ",Data
5845,Exif Camera Phones Read EXIF data of JPEG images captured by mobile phones. ,Mobile
6009,Action Tad Contains a brief history of ActionScript and sections on the syntax and use of ActionScript 3.0. Also has examples of how to use pure ActionScript 3.0 to make Flash files. ,Multimedia
1845,"Information Management Group Department of Computer Science. Description of people, teaching, research and collaborating groups. ",Computer
3126,Insidetelephony Global telecom portal and magazine for telecom news. ,Data
5254,"JasonHunter Design Offers web site design, optimization and management services for the pay-per-click advertising. ",Internet
1905,MSU Folding@Home Forum with information about this team. ,Computer
7678,"Phidgets Provides USB motor controllers, sensors, and I/O components for robot hobbyists, inventors, students, and programmers. ",Robotics
5129,NetBSD's TCP implementation Based on TCP in 4.4BSD. ,Internet
6649,"Vigor Has all the features of traditional Unix vi, plus the friendly and helpful Vigor paperclip assistant. ",Open
8448,"Alteus, Inc. Offers data security and network infrastructure products and services. Specializes in health care information security. ",Security
4217,"Polytonic Greek fonts - The Fonts Offers several shareware polytonic Greek fonts, in WinGreek and Unicode encoding. Unicode fonts are Euro-compatible. ",Graphics
5486,AWebcat Design Focuses on creating and maintaining an interactive environment. Will build a Web Site or Ad Banner to your specifications. ,Internet
8362,"SEQUI, Inc Specializes in IPSec VPN gateway platforms to secure asynchronous serial data plus Ethernet and offers custom-tailored VPN hardware solutions for mixed data streams. ",Security
3044,"Cascading Style Sheet Tutorial Describes, how to enhance web pages and shows several different methods of implementing CSS, and the pitfalls to avoid. ",Data
7550,"RoboFesta-UK News and information site with a focus on educational robotics in the UK. Event announcements for UK robotics related events, as well as FAQs, educational resources download area, links directory and user forums. ",Robotics
4566,Legacy Calcware A C programming group for the TI-89 graphing calculator. ,Hardware
4207,"DekSoft The most complete source for Estonian, Latvian and Lithuanian software for the Macintosh, Power Macintosh, Windows 3.x, Windows 95 and Windows NT. ",Graphics
8560,"MatchWare Multimedia Software Latest software for web design, screen captures, GIF animation and voice email. Product specifications for Mediator6, ScreenCorder, Visual GIF Animator and VoiceMail including demonstrations, online tutorials and ordering. ",Software
1933,University of Sofia St. Kliment Ohridski Faculty of Mathematics and Informatics. Departments: Computing Systems; Foundations of Computer Science; Information Technologies; Education in Mathematics and Informatics; Laboratory for Information Services. ,Computer
3869,"Super Vouchers Offer discount vouchers for Comptia exams including A+, Network+, Security+, i-Net+, Server+ and Linux+ certification. ",Education
517,Satura Computers SRL Announces of the InfoZone CAD application for surveying. ,CAD
8425,"Fingerprint Image Enhancement: Algorithm and Performance Evaluation Trans. PAMI, abstract. ",Security
7134,Backend News Project A group of Perl modules that can be used to extract backend news files from different web sites and display the news in a personal website that has the ability to run Perl CGI scripts. Project is still in beta phase. ,Programming
8286,"SearchSecurity.com Search engine/portal for IT professionals focused on Security. Includes search capabilities; links to relevant content; editorial insight, summaries; daily industry news, weekly technology tips delivered via email. ",Security
8187,"Ispirian Provides computer, mobile phone, PDA and GPS forensic investigative and litigation consulting services to attorneys, private investigators and corporate clientele. ",Security
8155,jFirewall Personal Pro Personal firewall to control the network activity of applications for Windows operating systems. [requires javascript for navigation] ,Security
8594,KanjiQuick A kanji dictionary software for Windows giving including 6500 Japanese characters and 47.000 compounds. Supports handwriting and animated stroke order display. ,Software
3223,Exwell International Ltd. Sells hands-free communication devices and earsets. Manufacturer of Bluetooth wireless products. China. ,Data
8767,"Aspect Systems Providers of IMS Aspect which gives users of ABB Process Portal A, seamless access to historical logs and user objects residing in Unix. ",Software
3510,"Synergy Professional Services A computer education, consulting, and technical services firm with offices in Egypt, Dubai, Riyadh, Kuwait, Jordan and Madrid (Spain). Offering Microsoft, Cisco, Oracle and Nortel certifications. ",Education
649,"OpenCores Hosts a repository of free, open source IP cores (chip designs, System-on-a-Chip) and supplemental boards. ",CAD
8788,Poser Forum Web Ring Participants in the Poser Forum may be allowed in the web ring. ,Software
1197,"IP Devel Application development services, including embedded systems, data mining, and transactional middleware. ",Companies
3917,"MTC Sunderland Provider of accredited IT training for Microsoft, Novell, Citrix, Red Hat Linux, ITIL, PRINCE2 and Cisco. ",Education
293,"Brighterion Uses artificial-intelligence technologies to prevent fraud in transaction environments such as finance, e-commerce, telecommunications, and insurance. Information on solutions and technology. ",Artificial
3217,"Communications Systems, Inc. Manufactures and sells modular connecting and wiring devices for voice and data communications. Hector, Minnesota. (Nasdaq: CSII). ",Data
4514,"CSI Keyboards, Inc. Providing custom designed membrane switches, silcone rubber keypads, and elastomeric keypads. ",Hardware
2728,"HTML Help Central An online community with topic areas covering web development, optimization and website reviews. ",Data
4324,"Ginkgo's Cyber Pet Adoption Agency Butterflies, cats, bunnies, decorated eggs and assorted animals. [May not be compatible with all browsers] ",Graphics
5055,Lorelle on WordPress News for WordPress users and a guide to doing more with a WordPress weblog. ,Internet
4609,Lem Computers Genuine Intel motherboards and systems. ,Hardware
9464,"San Gabriel Valley Mac Users Group Pasadena, CA. Includes mailing lists, special interest groups, links, and membership information ",Systems
5137,RFC 4272 - BGP Security Vulnerabilities Analysis Discussion of possible packet spoofing attacks. ,Internet
1064,"Software and Embedded Systems Software, firmware, and web development for instrument manufacturers. ",Companies
5432,"RFC 1228 V1; SNMP-DPI: Simple Network Management Protocol Distributed Program Interface. G. Carpenter, B. Wijnen. May 1991. ",Internet
5361,Armour Software Offering a variety of internet services. ,Internet
802,AB Studio CADCON is an extension to AutoCAD or Architectural Desktop for structural and building services design. ,CAD
7689,"Beach Cities Robotics (Team 294) From two rival California high schools, Mira Costa and Redondo Union. Photos, videos and news. ",Robotics
4835,"JKN Electronics Inc. Distributor of video frame grabbers for a variety of buses, CCD cameras and lenses. ",Hardware
3846,Xcerts.com Provides braindumps for most IT certifications. ,Education
2779,TechNote2 on JPEG-in-TIFF This TechNote overrides part of the TIFF 6.0 specification. ,Data
4019,"Web Graphics by Cluster Fly Sets created with PhotoImpact, with Anime themed sets, menus, buttons, fonts, and a beginner's tutorial. ",Graphics
4190,"1001 Free PC Fonts about 25 free PC (ibm) calligraphy fonts and fonts sets, freeware fonts. ",Graphics
1882,"Quantum Meetings List of conferences, workshops and seminar series on quantum information and quantum computation prepared by Daniel Lidar. ",Computer
6953,"txt2html Converts plain text to HTML, supporting headings, lists, simple character markup, and hyperlinking. (Perl) ",Open
3783,"Guru Software Offers onsite software training in Microsoft Project. Located in California, United States. ",Education
8215,"TeamF1, Inc. Software Provides software solutions in embedded network security and management on embedded OSes such as vxWorks. FireFly for vxWorks product implements a small footprint robust firewall for use in residential gateways and other internet appliances. ",Security
7644,"Tesla, Nikola Tesla demonstrated a robotic boat that he called a teleautomaton in 1898 that many consider to be the first robot. ",Robotics
3163,"Kokua Wireless Wireless community for the island of Oahu, Hawaii. Includes network information, FAQ and support. ",Data
8614,"Neill Technologies Offers SalonBiz and SpaBiz software for appointments, customers, inventory, sales ticket and customized reports. ",Software
3729,NetworkWorld - Exam Study Tips Article discussing CISSP exam study tips and strategies. ,Education
5671,"SymbianOne Resource site for Symbian developers. Includes news, product review, technical information on Symbian based devices and discussion forums. ",Mobile
9444,"iMug - Internet Macintosh User Group Inc Melbourne-based iMug provides Mac and iPod users with experience, advice and support through its online mailing lists and monthly meetings. ",Systems
3533,"Exceed Education IT Training for Sun Microsystems, Cisco, Citrix, ITIL, PMI, Red Hat, Ruby on Rails, Symantec. ",Education
308,NeuroMine Neural network COM+ components and development environment for forecasting and data analysis. Supports several algorithms. Trial version is available. ,Artificial
3461,Layer One cabling computer network cabling and voice cabling services ,Data
2591,Netbit UK Network equipment distributor. Includes products offered and contact information. ,Data
496,"Genetic Daemon The first genetic engine server, capable to work in a distributed research environment and with parallel processing. ",Artificial
290,SVM-Light: Support Vector Machine Software Training software for large-scale SVMs. [Free for non-commercial use] ,Artificial
7897,"Robotics Trends News, information, opinion and analysis portal covering the personal, service, mobile and military robotics markets. ",Robotics
3601,"Anderson Computer Instruction Microsoft Office and Windows software application tutorials. Located in Somersworth, New Hampshire. ",Education
698,"Effective Design Interior, Kitchen Design Software - Kitchen Design Services, 1992Pro ",CAD
4813,"Procyon AVRlib: C-Language Function Library for Atmel AVR Processors Descriptions, documents, downloads. ",Hardware
